,Image ID,Question ID,Question,Answer,Plausible answers,Question Type,Answer Type,Image file,Caption,Detections,Prompt,Generated Answer
821,540280,540280000,What does the white writing on the umbrella say?,nothing,"{'nothing', 'none', 'no writing', 'lens photography'}",what does the,other,../data/validation/images/COCO_val2014_000000540280.jpg,a silver umbrella,"[{'xmin': 0.0, 'ymin': 13.2073974609375, 'xmax': 427.0, 'ymax': 430.27276611328125, 'confidence': 0.37929174304008484, 'class': 25, 'name': 'umbrella'}]","Challenge: With the caption 'a silver umbrella' and objects detected as '[{'xmin': 0.0, 'ymin': 13.2073974609375, 'xmax': 427.0, 'ymax': 430.27276611328125, 'confidence': 0.37929174304008484, 'class': 25, 'name': 'umbrella'}]', determine the single-word answer to the question: 'What does the white writing on the umbrella say?'.
Answer: ",{'generated_text': ' um'}
822,444496,444496000,What color are the bananas?,yellow,{'yellow'},what color are the,other,../data/validation/images/COCO_val2014_000000444496.jpg,a bunch of bananas,"[{'xmin': 138.17462158203125, 'ymin': 7.5365447998046875, 'xmax': 534.8760375976562, 'ymax': 234.5377655029297, 'confidence': 0.40941494703292847, 'class': 46, 'name': 'banana'}]","Challenge: With the caption 'a bunch of bananas' and objects detected as '[{'xmin': 138.17462158203125, 'ymin': 7.5365447998046875, 'xmax': 534.8760375976562, 'ymax': 234.5377655029297, 'confidence': 0.40941494703292847, 'class': 46, 'name': 'banana'}]', determine the single-word answer to the question: 'What color are the bananas?'.
Answer: ",{'generated_text': ' Y'}
823,501760,501760000,"What food is this, really?",hot dog,"{'hot dog', 'chili cheese dog', 'hot dog with macaroni and cheese', 'junk food', 'junk'}",what,other,../data/validation/images/COCO_val2014_000000501760.jpg,a hot dog with cheese and ketchs on a plate,"[{'xmin': 269.950927734375, 'ymin': 239.9293670654297, 'xmax': 445.1513366699219, 'ymax': 331.6679382324219, 'confidence': 0.8965973258018494, 'class': 45, 'name': 'bowl'}, {'xmin': 403.76385498046875, 'ymin': 210.2689208984375, 'xmax': 499.2515563964844, 'ymax': 330.7789306640625, 'confidence': 0.7814581990242004, 'class': 45, 'name': 'bowl'}, {'xmin': 2.11295485496521, 'ymin': 137.4735870361328, 'xmax': 80.73530578613281, 'ymax': 206.37953186035156, 'confidence': 0.7547791004180908, 'class': 41, 'name': 'cup'}, {'xmin': 0.0, 'ymin': 19.961336135864258, 'xmax': 491.6047058105469, 'ymax': 333.0, 'confidence': 0.38839858770370483, 'class': 60, 'name': 'dining table'}]","Challenge: With the caption 'a hot dog with cheese and ketchs on a plate' and objects detected as '[{'xmin': 269.950927734375, 'ymin': 239.9293670654297, 'xmax': 445.1513366699219, 'ymax': 331.6679382324219, 'confidence': 0.8965973258018494, 'class': 45, 'name': 'bowl'}, {'xmin': 403.76385498046875, 'ymin': 210.2689208984375, 'xmax': 499.2515563964844, 'ymax': 330.7789306640625, 'confidence': 0.7814581990242004, 'class': 45, 'name': 'bowl'}, {'xmin': 2.11295485496521, 'ymin': 137.4735870361328, 'xmax': 80.73530578613281, 'ymax': 206.37953186035156, 'confidence': 0.7547791004180908, 'class': 41, 'name': 'cup'}, {'xmin': 0.0, 'ymin': 19.961336135864258, 'xmax': 491.6047058105469, 'ymax': 333.0, 'confidence': 0.38839858770370483, 'class': 60, 'name': 'dining table'}]', determine the single-word answer to the question: 'What food is this, really?'.
Answer: ",{'generated_text': '\n'}
824,338802,338802003,What color stripe runs down the side of his clothing?,red,"{'gray', 'black', 'red', 'orange'}",what color,other,../data/validation/images/COCO_val2014_000000338802.jpg,a man surfing on a wave in the ocean,"[{'xmin': 421.34619140625, 'ymin': 99.49617767333984, 'xmax': 561.12255859375, 'ymax': 261.26318359375, 'confidence': 0.9430867433547974, 'class': 0, 'name': 'person'}, {'xmin': 434.6819152832031, 'ymin': 245.68479919433594, 'xmax': 504.7159729003906, 'ymax': 277.86846923828125, 'confidence': 0.7750380039215088, 'class': 37, 'name': 'surfboard'}]","Challenge: With the caption 'a man surfing on a wave in the ocean' and objects detected as '[{'xmin': 421.34619140625, 'ymin': 99.49617767333984, 'xmax': 561.12255859375, 'ymax': 261.26318359375, 'confidence': 0.9430867433547974, 'class': 0, 'name': 'person'}, {'xmin': 434.6819152832031, 'ymin': 245.68479919433594, 'xmax': 504.7159729003906, 'ymax': 277.86846923828125, 'confidence': 0.7750380039215088, 'class': 37, 'name': 'surfboard'}]', determine the single-word answer to the question: 'What color stripe runs down the side of his clothing?'.
Answer: ",{'generated_text': ' Blue'}
825,288002,288002003,How many planes are in the sky?,4,{'4'},how many,number,../data/validation/images/COCO_val2014_000000288002.jpg,two planes in the sky,"[{'xmin': 331.041015625, 'ymin': 238.58580017089844, 'xmax': 423.01007080078125, 'ymax': 289.09771728515625, 'confidence': 0.8645020723342896, 'class': 4, 'name': 'airplane'}, {'xmin': 274.1328430175781, 'ymin': 202.94915771484375, 'xmax': 363.0998229980469, 'ymax': 256.3556213378906, 'confidence': 0.8455402851104736, 'class': 4, 'name': 'airplane'}, {'xmin': 261.39111328125, 'ymin': 167.50924682617188, 'xmax': 352.23870849609375, 'ymax': 227.10818481445312, 'confidence': 0.8292978405952454, 'class': 4, 'name': 'airplane'}, {'xmin': 337.0182800292969, 'ymin': 201.72677612304688, 'xmax': 424.4535827636719, 'ymax': 253.3599853515625, 'confidence': 0.5127748250961304, 'class': 4, 'name': 'airplane'}]","Challenge: With the caption 'two planes in the sky' and objects detected as '[{'xmin': 331.041015625, 'ymin': 238.58580017089844, 'xmax': 423.01007080078125, 'ymax': 289.09771728515625, 'confidence': 0.8645020723342896, 'class': 4, 'name': 'airplane'}, {'xmin': 274.1328430175781, 'ymin': 202.94915771484375, 'xmax': 363.0998229980469, 'ymax': 256.3556213378906, 'confidence': 0.8455402851104736, 'class': 4, 'name': 'airplane'}, {'xmin': 261.39111328125, 'ymin': 167.50924682617188, 'xmax': 352.23870849609375, 'ymax': 227.10818481445312, 'confidence': 0.8292978405952454, 'class': 4, 'name': 'airplane'}, {'xmin': 337.0182800292969, 'ymin': 201.72677612304688, 'xmax': 424.4535827636719, 'ymax': 253.3599853515625, 'confidence': 0.5127748250961304, 'class': 4, 'name': 'airplane'}]', determine the single-word answer to the question: 'How many planes are in the sky?'.
Answer: ",{'generated_text': '4'}
826,497158,497158011,Is it raining?,yes,"{'no', 'yes'}",is it,yes/no,../data/validation/images/COCO_val2014_000000497158.jpg,a street with a traffic light and a car,"[{'xmin': 0.7477641105651855, 'ymin': 215.76571655273438, 'xmax': 79.26519775390625, 'ymax': 274.46893310546875, 'confidence': 0.8311010003089905, 'class': 5, 'name': 'bus'}, {'xmin': 21.983095169067383, 'ymin': 122.69986724853516, 'xmax': 36.47636032104492, 'ymax': 151.88079833984375, 'confidence': 0.8151919841766357, 'class': 9, 'name': 'traffic light'}, {'xmin': 366.4898681640625, 'ymin': 177.0773468017578, 'xmax': 372.83685302734375, 'ymax': 194.37095642089844, 'confidence': 0.800024151802063, 'class': 9, 'name': 'traffic light'}, {'xmin': 77.14432525634766, 'ymin': 151.6099395751953, 'xmax': 87.71813201904297, 'ymax': 173.95130920410156, 'confidence': 0.7987931966781616, 'class': 9, 'name': 'traffic light'}, {'xmin': 261.8049011230469, 'ymin': 246.61593627929688, 'xmax': 282.7668762207031, 'ymax': 264.4700012207031, 'confidence': 0.7887778878211975, 'class': 2, 'name': 'car'}, {'xmin': 275.490478515625, 'ymin': 247.56015014648438, 'xmax': 378.32855224609375, 'ymax': 285.43798828125, 'confidence': 0.7770695686340332, 'class': 7, 'name': 'truck'}, {'xmin': 300.2474670410156, 'ymin': 177.06590270996094, 'xmax': 307.5721130371094, 'ymax': 194.06251525878906, 'confidence': 0.7757551670074463, 'class': 9, 'name': 'traffic light'}, {'xmin': 257.9927673339844, 'ymin': 176.0187225341797, 'xmax': 266.51007080078125, 'ymax': 194.0718231201172, 'confidence': 0.7020919919013977, 'class': 9, 'name': 'traffic light'}, {'xmin': 0.0, 'ymin': 240.11395263671875, 'xmax': 29.33734130859375, 'ymax': 279.38311767578125, 'confidence': 0.5494034886360168, 'class': 2, 'name': 'car'}, {'xmin': 206.55526733398438, 'ymin': 196.79751586914062, 'xmax': 216.36805725097656, 'ymax': 216.50857543945312, 'confidence': 0.5263292789459229, 'class': 9, 'name': 'traffic light'}, {'xmin': 302.6431884765625, 'ymin': 227.2482147216797, 'xmax': 307.070556640625, 'ymax': 233.8214111328125, 'confidence': 0.46553781628608704, 'class': 9, 'name': 'traffic light'}, {'xmin': 428.2842712402344, 'ymin': 219.0095672607422, 'xmax': 442.52740478515625, 'ymax': 231.67636108398438, 'confidence': 0.44967740774154663, 'class': 9, 'name': 'traffic light'}, {'xmin': 0.22799000144004822, 'ymin': 247.75059509277344, 'xmax': 12.607070922851562, 'ymax': 280.4973449707031, 'confidence': 0.42354217171669006, 'class': 2, 'name': 'car'}, {'xmin': 132.3063201904297, 'ymin': 217.9573974609375, 'xmax': 136.85888671875, 'ymax': 225.8972625732422, 'confidence': 0.3236663341522217, 'class': 9, 'name': 'traffic light'}, {'xmin': 318.0804443359375, 'ymin': 227.69749450683594, 'xmax': 321.7584228515625, 'ymax': 234.4608612060547, 'confidence': 0.2791501581668854, 'class': 9, 'name': 'traffic light'}]","Challenge: With the caption 'a street with a traffic light and a car' and objects detected as '[{'xmin': 0.7477641105651855, 'ymin': 215.76571655273438, 'xmax': 79.26519775390625, 'ymax': 274.46893310546875, 'confidence': 0.8311010003089905, 'class': 5, 'name': 'bus'}, {'xmin': 21.983095169067383, 'ymin': 122.69986724853516, 'xmax': 36.47636032104492, 'ymax': 151.88079833984375, 'confidence': 0.8151919841766357, 'class': 9, 'name': 'traffic light'}, {'xmin': 366.4898681640625, 'ymin': 177.0773468017578, 'xmax': 372.83685302734375, 'ymax': 194.37095642089844, 'confidence': 0.800024151802063, 'class': 9, 'name': 'traffic light'}, {'xmin': 77.14432525634766, 'ymin': 151.6099395751953, 'xmax': 87.71813201904297, 'ymax': 173.95130920410156, 'confidence': 0.7987931966781616, 'class': 9, 'name': 'traffic light'}, {'xmin': 261.8049011230469, 'ymin': 246.61593627929688, 'xmax': 282.7668762207031, 'ymax': 264.4700012207031, 'confidence': 0.7887778878211975, 'class': 2, 'name': 'car'}, {'xmin': 275.490478515625, 'ymin': 247.56015014648438, 'xmax': 378.32855224609375, 'ymax': 285.43798828125, 'confidence': 0.7770695686340332, 'class': 7, 'name': 'truck'}, {'xmin': 300.2474670410156, 'ymin': 177.06590270996094, 'xmax': 307.5721130371094, 'ymax': 194.06251525878906, 'confidence': 0.7757551670074463, 'class': 9, 'name': 'traffic light'}, {'xmin': 257.9927673339844, 'ymin': 176.0187225341797, 'xmax': 266.51007080078125, 'ymax': 194.0718231201172, 'confidence': 0.7020919919013977, 'class': 9, 'name': 'traffic light'}, {'xmin': 0.0, 'ymin': 240.11395263671875, 'xmax': 29.33734130859375, 'ymax': 279.38311767578125, 'confidence': 0.5494034886360168, 'class': 2, 'name': 'car'}, {'xmin': 206.55526733398438, 'ymin': 196.79751586914062, 'xmax': 216.36805725097656, 'ymax': 216.50857543945312, 'confidence': 0.5263292789459229, 'class': 9, 'name': 'traffic light'}, {'xmin': 302.6431884765625, 'ymin': 227.2482147216797, 'xmax': 307.070556640625, 'ymax': 233.8214111328125, 'confidence': 0.46553781628608704, 'class': 9, 'name': 'traffic light'}, {'xmin': 428.2842712402344, 'ymin': 219.0095672607422, 'xmax': 442.52740478515625, 'ymax': 231.67636108398438, 'confidence': 0.44967740774154663, 'class': 9, 'name': 'traffic light'}, {'xmin': 0.22799000144004822, 'ymin': 247.75059509277344, 'xmax': 12.607070922851562, 'ymax': 280.4973449707031, 'confidence': 0.42354217171669006, 'class': 2, 'name': 'car'}, {'xmin': 132.3063201904297, 'ymin': 217.9573974609375, 'xmax': 136.85888671875, 'ymax': 225.8972625732422, 'confidence': 0.3236663341522217, 'class': 9, 'name': 'traffic light'}, {'xmin': 318.0804443359375, 'ymin': 227.69749450683594, 'xmax': 321.7584228515625, 'ymax': 234.4608612060547, 'confidence': 0.2791501581668854, 'class': 9, 'name': 'traffic light'}]', determine the single-word answer to the question: 'Is it raining?'.
Answer: ",{'generated_text': ' No'}
827,31711,31711004,What is the number on the bus?,41,"{'41', '513-241-7111', '2121'}",what is the,number,../data/validation/images/COCO_val2014_000000031711.jpg,a bus on the road,"[{'xmin': 27.626953125, 'ymin': 12.131439208984375, 'xmax': 609.626220703125, 'ymax': 466.8242492675781, 'confidence': 0.8629016280174255, 'class': 5, 'name': 'bus'}, {'xmin': 0.28612327575683594, 'ymin': 240.90203857421875, 'xmax': 33.56648254394531, 'ymax': 265.5872802734375, 'confidence': 0.7005914449691772, 'class': 2, 'name': 'car'}]","Challenge: With the caption 'a bus on the road' and objects detected as '[{'xmin': 27.626953125, 'ymin': 12.131439208984375, 'xmax': 609.626220703125, 'ymax': 466.8242492675781, 'confidence': 0.8629016280174255, 'class': 5, 'name': 'bus'}, {'xmin': 0.28612327575683594, 'ymin': 240.90203857421875, 'xmax': 33.56648254394531, 'ymax': 265.5872802734375, 'confidence': 0.7005914449691772, 'class': 2, 'name': 'car'}]', determine the single-word answer to the question: 'What is the number on the bus?'.
Answer: ",{'generated_text': '5'}
828,378940,378940000,Will the man hit the ball?,yes,"{'no', 'yes'}",none of the above,yes/no,../data/validation/images/COCO_val2014_000000378940.jpg,a man holding a tennis racket,"[{'xmin': 242.11477661132812, 'ymin': 68.55757141113281, 'xmax': 416.5213317871094, 'ymax': 351.87451171875, 'confidence': 0.9312262535095215, 'class': 0, 'name': 'person'}, {'xmin': 388.0950927734375, 'ymin': 235.03170776367188, 'xmax': 471.98382568359375, 'ymax': 325.9015197753906, 'confidence': 0.8870803117752075, 'class': 38, 'name': 'tennis racket'}, {'xmin': 439.19482421875, 'ymin': 338.6632995605469, 'xmax': 454.03173828125, 'ymax': 353.1816101074219, 'confidence': 0.8602699041366577, 'class': 32, 'name': 'sports ball'}]","Challenge: With the caption 'a man holding a tennis racket' and objects detected as '[{'xmin': 242.11477661132812, 'ymin': 68.55757141113281, 'xmax': 416.5213317871094, 'ymax': 351.87451171875, 'confidence': 0.9312262535095215, 'class': 0, 'name': 'person'}, {'xmin': 388.0950927734375, 'ymin': 235.03170776367188, 'xmax': 471.98382568359375, 'ymax': 325.9015197753906, 'confidence': 0.8870803117752075, 'class': 38, 'name': 'tennis racket'}, {'xmin': 439.19482421875, 'ymin': 338.6632995605469, 'xmax': 454.03173828125, 'ymax': 353.1816101074219, 'confidence': 0.8602699041366577, 'class': 32, 'name': 'sports ball'}]', determine the single-word answer to the question: 'Will the man hit the ball?'.
Answer: ",{'generated_text': '3'}
829,364745,364745002,How many children are there?,2,{'2'},how many,number,../data/validation/images/COCO_val2014_000000364745.jpg,a man and two children sitting on a couch,"[{'xmin': 120.60918426513672, 'ymin': 72.21304321289062, 'xmax': 168.56301879882812, 'ymax': 111.25723266601562, 'confidence': 0.7907102108001709, 'class': 62, 'name': 'tv'}, {'xmin': 102.13494873046875, 'ymin': 109.38288879394531, 'xmax': 139.37994384765625, 'ymax': 237.03688049316406, 'confidence': 0.6059070229530334, 'class': 56, 'name': 'chair'}, {'xmin': 246.51968383789062, 'ymin': 156.0228729248047, 'xmax': 299.3689880371094, 'ymax': 205.9905242919922, 'confidence': 0.5943278074264526, 'class': 56, 'name': 'chair'}, {'xmin': 78.90310668945312, 'ymin': 116.11280822753906, 'xmax': 118.82247924804688, 'ymax': 250.34910583496094, 'confidence': 0.47607338428497314, 'class': 56, 'name': 'chair'}, {'xmin': 236.4517822265625, 'ymin': 78.51554107666016, 'xmax': 443.39703369140625, 'ymax': 321.3890380859375, 'confidence': 0.4046429991722107, 'class': 0, 'name': 'person'}, {'xmin': 284.3487548828125, 'ymin': 206.56512451171875, 'xmax': 451.5423583984375, 'ymax': 388.34210205078125, 'confidence': 0.3836425244808197, 'class': 0, 'name': 'person'}, {'xmin': 411.105712890625, 'ymin': 70.25746154785156, 'xmax': 526.483642578125, 'ymax': 241.9882049560547, 'confidence': 0.3383217751979828, 'class': 56, 'name': 'chair'}, {'xmin': 14.810043334960938, 'ymin': 224.0317840576172, 'xmax': 418.81231689453125, 'ymax': 466.5126953125, 'confidence': 0.3364178538322449, 'class': 0, 'name': 'person'}, {'xmin': 134.99009704589844, 'ymin': 5.296628952026367, 'xmax': 157.9414825439453, 'ymax': 31.515233993530273, 'confidence': 0.3317922055721283, 'class': 74, 'name': 'clock'}, {'xmin': 0.0, 'ymin': 398.4325256347656, 'xmax': 20.31240463256836, 'ymax': 412.2305603027344, 'confidence': 0.29156386852264404, 'class': 65, 'name': 'remote'}, {'xmin': 206.98373413085938, 'ymin': 230.71066284179688, 'xmax': 340.4607238769531, 'ymax': 377.1866760253906, 'confidence': 0.27254411578178406, 'class': 0, 'name': 'person'}, {'xmin': 103.70693969726562, 'ymin': 0.0, 'xmax': 127.54489135742188, 'ymax': 11.356220245361328, 'confidence': 0.2535168528556824, 'class': 74, 'name': 'clock'}]","Challenge: With the caption 'a man and two children sitting on a couch' and objects detected as '[{'xmin': 120.60918426513672, 'ymin': 72.21304321289062, 'xmax': 168.56301879882812, 'ymax': 111.25723266601562, 'confidence': 0.7907102108001709, 'class': 62, 'name': 'tv'}, {'xmin': 102.13494873046875, 'ymin': 109.38288879394531, 'xmax': 139.37994384765625, 'ymax': 237.03688049316406, 'confidence': 0.6059070229530334, 'class': 56, 'name': 'chair'}, {'xmin': 246.51968383789062, 'ymin': 156.0228729248047, 'xmax': 299.3689880371094, 'ymax': 205.9905242919922, 'confidence': 0.5943278074264526, 'class': 56, 'name': 'chair'}, {'xmin': 78.90310668945312, 'ymin': 116.11280822753906, 'xmax': 118.82247924804688, 'ymax': 250.34910583496094, 'confidence': 0.47607338428497314, 'class': 56, 'name': 'chair'}, {'xmin': 236.4517822265625, 'ymin': 78.51554107666016, 'xmax': 443.39703369140625, 'ymax': 321.3890380859375, 'confidence': 0.4046429991722107, 'class': 0, 'name': 'person'}, {'xmin': 284.3487548828125, 'ymin': 206.56512451171875, 'xmax': 451.5423583984375, 'ymax': 388.34210205078125, 'confidence': 0.3836425244808197, 'class': 0, 'name': 'person'}, {'xmin': 411.105712890625, 'ymin': 70.25746154785156, 'xmax': 526.483642578125, 'ymax': 241.9882049560547, 'confidence': 0.3383217751979828, 'class': 56, 'name': 'chair'}, {'xmin': 14.810043334960938, 'ymin': 224.0317840576172, 'xmax': 418.81231689453125, 'ymax': 466.5126953125, 'confidence': 0.3364178538322449, 'class': 0, 'name': 'person'}, {'xmin': 134.99009704589844, 'ymin': 5.296628952026367, 'xmax': 157.9414825439453, 'ymax': 31.515233993530273, 'confidence': 0.3317922055721283, 'class': 74, 'name': 'clock'}, {'xmin': 0.0, 'ymin': 398.4325256347656, 'xmax': 20.31240463256836, 'ymax': 412.2305603027344, 'confidence': 0.29156386852264404, 'class': 65, 'name': 'remote'}, {'xmin': 206.98373413085938, 'ymin': 230.71066284179688, 'xmax': 340.4607238769531, 'ymax': 377.1866760253906, 'confidence': 0.27254411578178406, 'class': 0, 'name': 'person'}, {'xmin': 103.70693969726562, 'ymin': 0.0, 'xmax': 127.54489135742188, 'ymax': 11.356220245361328, 'confidence': 0.2535168528556824, 'class': 74, 'name': 'clock'}]', determine the single-word answer to the question: 'How many children are there?'.
Answer: ",{'generated_text': '2'}
830,124684,124684001,Whose photo is this?,cameraman,"{'beachgoer', ""woman's"", 'unknown', 'giorgio raffaelli', 'cameraman', 'woman', 'girl', 'yours'}",none of the above,other,../data/validation/images/COCO_val2014_000000124684.jpg,a woman playing frc,"[{'xmin': 354.8937072753906, 'ymin': 28.8079833984375, 'xmax': 448.8390197753906, 'ymax': 54.9007568359375, 'confidence': 0.8991168141365051, 'class': 29, 'name': 'frisbee'}, {'xmin': 112.17156219482422, 'ymin': 372.441650390625, 'xmax': 183.23068237304688, 'ymax': 426.9935302734375, 'confidence': 0.8617895841598511, 'class': 0, 'name': 'person'}, {'xmin': 249.9349365234375, 'ymin': 94.55757141113281, 'xmax': 417.748046875, 'ymax': 422.90142822265625, 'confidence': 0.8357151746749878, 'class': 0, 'name': 'person'}, {'xmin': 201.43856811523438, 'ymin': 378.6025390625, 'xmax': 271.728515625, 'ymax': 427.0, 'confidence': 0.8333408236503601, 'class': 0, 'name': 'person'}, {'xmin': 408.44403076171875, 'ymin': 378.22332763671875, 'xmax': 471.46026611328125, 'ymax': 426.804443359375, 'confidence': 0.8088964223861694, 'class': 0, 'name': 'person'}, {'xmin': 0.5738334655761719, 'ymin': 161.15011596679688, 'xmax': 114.54371643066406, 'ymax': 256.3028564453125, 'confidence': 0.6154148578643799, 'class': 25, 'name': 'umbrella'}, {'xmin': 586.427490234375, 'ymin': 368.83148193359375, 'xmax': 639.920654296875, 'ymax': 427.0, 'confidence': 0.5613489747047424, 'class': 0, 'name': 'person'}, {'xmin': 364.90252685546875, 'ymin': 195.55931091308594, 'xmax': 533.8974609375, 'ymax': 309.8001403808594, 'confidence': 0.5094236135482788, 'class': 25, 'name': 'umbrella'}, {'xmin': 525.7531127929688, 'ymin': 241.01866149902344, 'xmax': 638.6292114257812, 'ymax': 301.8968505859375, 'confidence': 0.49091047048568726, 'class': 25, 'name': 'umbrella'}, {'xmin': 534.3297729492188, 'ymin': 389.2351379394531, 'xmax': 573.1864624023438, 'ymax': 426.6958923339844, 'confidence': 0.3817593455314636, 'class': 0, 'name': 'person'}, {'xmin': 540.6818237304688, 'ymin': 221.2501678466797, 'xmax': 639.4003295898438, 'ymax': 270.4722595214844, 'confidence': 0.3692967891693115, 'class': 25, 'name': 'umbrella'}, {'xmin': 357.80010986328125, 'ymin': 370.5067138671875, 'xmax': 398.9486083984375, 'ymax': 425.50213623046875, 'confidence': 0.3138059675693512, 'class': 0, 'name': 'person'}]","Challenge: With the caption 'a woman playing frc' and objects detected as '[{'xmin': 354.8937072753906, 'ymin': 28.8079833984375, 'xmax': 448.8390197753906, 'ymax': 54.9007568359375, 'confidence': 0.8991168141365051, 'class': 29, 'name': 'frisbee'}, {'xmin': 112.17156219482422, 'ymin': 372.441650390625, 'xmax': 183.23068237304688, 'ymax': 426.9935302734375, 'confidence': 0.8617895841598511, 'class': 0, 'name': 'person'}, {'xmin': 249.9349365234375, 'ymin': 94.55757141113281, 'xmax': 417.748046875, 'ymax': 422.90142822265625, 'confidence': 0.8357151746749878, 'class': 0, 'name': 'person'}, {'xmin': 201.43856811523438, 'ymin': 378.6025390625, 'xmax': 271.728515625, 'ymax': 427.0, 'confidence': 0.8333408236503601, 'class': 0, 'name': 'person'}, {'xmin': 408.44403076171875, 'ymin': 378.22332763671875, 'xmax': 471.46026611328125, 'ymax': 426.804443359375, 'confidence': 0.8088964223861694, 'class': 0, 'name': 'person'}, {'xmin': 0.5738334655761719, 'ymin': 161.15011596679688, 'xmax': 114.54371643066406, 'ymax': 256.3028564453125, 'confidence': 0.6154148578643799, 'class': 25, 'name': 'umbrella'}, {'xmin': 586.427490234375, 'ymin': 368.83148193359375, 'xmax': 639.920654296875, 'ymax': 427.0, 'confidence': 0.5613489747047424, 'class': 0, 'name': 'person'}, {'xmin': 364.90252685546875, 'ymin': 195.55931091308594, 'xmax': 533.8974609375, 'ymax': 309.8001403808594, 'confidence': 0.5094236135482788, 'class': 25, 'name': 'umbrella'}, {'xmin': 525.7531127929688, 'ymin': 241.01866149902344, 'xmax': 638.6292114257812, 'ymax': 301.8968505859375, 'confidence': 0.49091047048568726, 'class': 25, 'name': 'umbrella'}, {'xmin': 534.3297729492188, 'ymin': 389.2351379394531, 'xmax': 573.1864624023438, 'ymax': 426.6958923339844, 'confidence': 0.3817593455314636, 'class': 0, 'name': 'person'}, {'xmin': 540.6818237304688, 'ymin': 221.2501678466797, 'xmax': 639.4003295898438, 'ymax': 270.4722595214844, 'confidence': 0.3692967891693115, 'class': 25, 'name': 'umbrella'}, {'xmin': 357.80010986328125, 'ymin': 370.5067138671875, 'xmax': 398.9486083984375, 'ymax': 425.50213623046875, 'confidence': 0.3138059675693512, 'class': 0, 'name': 'person'}]', determine the single-word answer to the question: 'Whose photo is this?'.
Answer: ",{'generated_text': ' Person'}
831,35694,35694001,Are there mushrooms on this pizza?,no,"{'no', 'yes'}",are there,yes/no,../data/validation/images/COCO_val2014_000000035694.jpg,a pizza with meat and cheese on it,"[{'xmin': 0.0, 'ymin': 19.058425903320312, 'xmax': 638.8614501953125, 'ymax': 414.3984375, 'confidence': 0.5367364287376404, 'class': 53, 'name': 'pizza'}]","Challenge: With the caption 'a pizza with meat and cheese on it' and objects detected as '[{'xmin': 0.0, 'ymin': 19.058425903320312, 'xmax': 638.8614501953125, 'ymax': 414.3984375, 'confidence': 0.5367364287376404, 'class': 53, 'name': 'pizza'}]', determine the single-word answer to the question: 'Are there mushrooms on this pizza?'.
Answer: ",{'generated_text': ' Yes'}
832,459752,459752001,What is in the man's right hand?,toothbrush,{'toothbrush'},what is in the,other,../data/validation/images/COCO_val2014_000000459752.jpg,a man with long hair,"[{'xmin': 23.561004638671875, 'ymin': 77.95883178710938, 'xmax': 360.6129150390625, 'ymax': 627.1287841796875, 'confidence': 0.9161170125007629, 'class': 0, 'name': 'person'}, {'xmin': 88.41541290283203, 'ymin': 383.53533935546875, 'xmax': 134.58424377441406, 'ymax': 447.55303955078125, 'confidence': 0.6065409779548645, 'class': 79, 'name': 'toothbrush'}]","Challenge: With the caption 'a man with long hair' and objects detected as '[{'xmin': 23.561004638671875, 'ymin': 77.95883178710938, 'xmax': 360.6129150390625, 'ymax': 627.1287841796875, 'confidence': 0.9161170125007629, 'class': 0, 'name': 'person'}, {'xmin': 88.41541290283203, 'ymin': 383.53533935546875, 'xmax': 134.58424377441406, 'ymax': 447.55303955078125, 'confidence': 0.6065409779548645, 'class': 79, 'name': 'toothbrush'}]', determine the single-word answer to the question: 'What is in the man's right hand?'.
Answer: ",{'generated_text': ' to'}
833,579326,579326002,What is the orange vegetable?,carrot,"{'carrots', 'carrot', 'yes'}",what is the,other,../data/validation/images/COCO_val2014_000000579326.jpg,a bunch of green leaves,"[{'xmin': 123.876220703125, 'ymin': 31.587799072265625, 'xmax': 265.5218200683594, 'ymax': 179.332763671875, 'confidence': 0.8736645579338074, 'class': 51, 'name': 'carrot'}, {'xmin': 202.96395874023438, 'ymin': 91.66409301757812, 'xmax': 446.7065734863281, 'ymax': 366.05389404296875, 'confidence': 0.7833071947097778, 'class': 50, 'name': 'broccoli'}, {'xmin': 182.29002380371094, 'ymin': 121.73171997070312, 'xmax': 243.46226501464844, 'ymax': 264.6222229003906, 'confidence': 0.7687776684761047, 'class': 51, 'name': 'carrot'}, {'xmin': 250.7610626220703, 'ymin': 302.0613708496094, 'xmax': 299.4889831542969, 'ymax': 365.6276550292969, 'confidence': 0.2782612144947052, 'class': 51, 'name': 'carrot'}]","Challenge: With the caption 'a bunch of green leaves' and objects detected as '[{'xmin': 123.876220703125, 'ymin': 31.587799072265625, 'xmax': 265.5218200683594, 'ymax': 179.332763671875, 'confidence': 0.8736645579338074, 'class': 51, 'name': 'carrot'}, {'xmin': 202.96395874023438, 'ymin': 91.66409301757812, 'xmax': 446.7065734863281, 'ymax': 366.05389404296875, 'confidence': 0.7833071947097778, 'class': 50, 'name': 'broccoli'}, {'xmin': 182.29002380371094, 'ymin': 121.73171997070312, 'xmax': 243.46226501464844, 'ymax': 264.6222229003906, 'confidence': 0.7687776684761047, 'class': 51, 'name': 'carrot'}, {'xmin': 250.7610626220703, 'ymin': 302.0613708496094, 'xmax': 299.4889831542969, 'ymax': 365.6276550292969, 'confidence': 0.2782612144947052, 'class': 51, 'name': 'carrot'}]', determine the single-word answer to the question: 'What is the orange vegetable?'.
Answer: ",{'generated_text': ' Car'}
