Image file,Generated Caption
../data/validation/images/COCO_val2014_000000281827.jpg,a plane flying over a city with buildings
../data/validation/images/COCO_val2014_000000491683.jpg,a field of green grass
../data/validation/images/COCO_val2014_000000221172.jpg,a man playing tennis on a tennis court
../data/validation/images/COCO_val2014_000000423618.jpg,a carrot and a knife on a cutting board
../data/validation/images/COCO_val2014_000000217156.jpg,a street with a car parked on the side of it
../data/validation/images/COCO_val2014_000000065443.jpg,a dog sitting on a bed with a stuffed animal
../data/validation/images/COCO_val2014_000000184902.jpg,a living room with a fireplace and a couch
../data/validation/images/COCO_val2014_000000571585.jpg,a refrigerator with a door open
../data/validation/images/COCO_val2014_000000079047.jpg,a statue of a bear sitting on a rock
../data/validation/images/COCO_val2014_000000480280.jpg,a bench in the grass
../data/validation/images/COCO_val2014_000000577932.jpg,a man and a woman walking down a street
../data/validation/images/COCO_val2014_000000363241.jpg,a woman sitting at a table with a pizza in a pan
../data/validation/images/COCO_val2014_000000338041.jpg,a boy on a skateboard
../data/validation/images/COCO_val2014_000000076416.jpg,a bus parked on the side of a street
../data/validation/images/COCO_val2014_000000507667.jpg,a white cow statue
../data/validation/images/COCO_val2014_000000056373.jpg,a cat is sitting in a doorway
../data/validation/images/COCO_val2014_000000221291.jpg,a young boy flying a kite in a field
../data/validation/images/COCO_val2014_000000289388.jpg,a man in a bathroom
../data/validation/images/COCO_val2014_000000509185.jpg,a white church with a clock on the top
../data/validation/images/COCO_val2014_000000047226.jpg,a snowmobile with a man standing next to it
../data/validation/images/COCO_val2014_000000522262.jpg,a row of bikes parked on a sidewalk
../data/validation/images/COCO_val2014_000000229747.jpg,a plane flying in the sky
../data/validation/images/COCO_val2014_000000173142.jpg,a gife standing in a field
../data/validation/images/COCO_val2014_000000461715.jpg,a woman sitting at a table eating a don
../data/validation/images/COCO_val2014_000000580248.jpg,a man holding a surfboard
../data/validation/images/COCO_val2014_000000265550.jpg,a man in a wet suit surfing on a surfboard
../data/validation/images/COCO_val2014_000000037675.jpg,a couple of horses grazing in a field
../data/validation/images/COCO_val2014_000000327794.jpg,a pan of food cooking on a stove
../data/validation/images/COCO_val2014_000000002142.jpg,a man sitting on a bench surrounded by pigeons
../data/validation/images/COCO_val2014_000000506933.jpg,a man holding a cell phone up to his face
../data/validation/images/COCO_val2014_000000034754.jpg,a baseball player swinging a bat at a ball
../data/validation/images/COCO_val2014_000000551018.jpg,a bus is driving down the street
../data/validation/images/COCO_val2014_000000409239.jpg,a white plate with a pizza on it
../data/validation/images/COCO_val2014_000000107839.jpg,a man is flying a kite on the beach
../data/validation/images/COCO_val2014_000000105547.jpg,a broken toilet on the side of a road
../data/validation/images/COCO_val2014_000000535604.jpg,a body of water
../data/validation/images/COCO_val2014_000000522262.jpg,a row of bikes parked on a sidewalk
../data/validation/images/COCO_val2014_000000030504.jpg,a person on skis going down a snowy hill
../data/validation/images/COCO_val2014_000000064359.jpg,the gis are in the zoo
../data/validation/images/COCO_val2014_000000162257.jpg,a small plane sitting on top of a wooden dock
../data/validation/images/COCO_val2014_000000472256.jpg,a man is working on a laptop in a room
../data/validation/images/COCO_val2014_000000192676.jpg,a polar bear is standing in a display
../data/validation/images/COCO_val2014_000000418281.jpg,a cow standing in a field
../data/validation/images/COCO_val2014_000000138382.jpg,a container of food with brocco and brocco
../data/validation/images/COCO_val2014_000000562243.jpg,a man wearing a purple shirt and a purple tie
../data/validation/images/COCO_val2014_000000364608.jpg,a man standing on a beach next to a surfboard
../data/validation/images/COCO_val2014_000000236426.jpg,a tennis player is swinging at the ball
../data/validation/images/COCO_val2014_000000240111.jpg,"a bathroom with a tub, toilet, and sink"
../data/validation/images/COCO_val2014_000000042834.jpg,a woman sitting at a table with a plate of food
../data/validation/images/COCO_val2014_000000407056.jpg,a pizza on a plate
../data/validation/images/COCO_val2014_000000305626.jpg,a black bear walking through tall grass
../data/validation/images/COCO_val2014_000000482507.jpg,a dog running with a fr frc
../data/validation/images/COCO_val2014_000000529266.jpg,a horse grazing on the beach
../data/validation/images/COCO_val2014_000000484531.jpg,a man in a red motorcycle suit and helmet
../data/validation/images/COCO_val2014_000000400044.jpg,a person jumping in the air on a snowboard
../data/validation/images/COCO_val2014_000000155401.jpg,a bus is parked at a bus stop
../data/validation/images/COCO_val2014_000000422700.jpg,a man and woman sitting in a chair with a baby
../data/validation/images/COCO_val2014_000000412184.jpg,a small plane parked in a parking lot
../data/validation/images/COCO_val2014_000000023774.jpg,a green truck
../data/validation/images/COCO_val2014_000000198796.jpg,a plate of food on a table with a fork
../data/validation/images/COCO_val2014_000000574069.jpg,two men sitting at a table with laptops
../data/validation/images/COCO_val2014_000000334321.jpg,a man and a dog sitting on a bench
../data/validation/images/COCO_val2014_000000485844.jpg,a woman in a kitchen preparing food
../data/validation/images/COCO_val2014_000000318854.jpg,a woman sitting at a desk with a laptop
../data/validation/images/COCO_val2014_000000416451.jpg,a man in a suit playing a video game
../data/validation/images/COCO_val2014_000000082933.jpg,a cow in a field
../data/validation/images/COCO_val2014_000000385796.jpg,a black and white photo of a building
../data/validation/images/COCO_val2014_000000539238.jpg,a woman holding a baby
../data/validation/images/COCO_val2014_000000503412.jpg,a living room with a couch and a television
../data/validation/images/COCO_val2014_000000331856.jpg,a man playing tennis
../data/validation/images/COCO_val2014_000000487428.jpg,a green bus
../data/validation/images/COCO_val2014_000000083494.jpg,a plate of food
../data/validation/images/COCO_val2014_000000490567.jpg,"a bathroom with a sink, toilet, and shower"
../data/validation/images/COCO_val2014_000000065889.jpg,a white toilet with a black and white tiled floor
../data/validation/images/COCO_val2014_000000040557.jpg,a stop sign is on a pole in a city
../data/validation/images/COCO_val2014_000000479466.jpg,a tennis player is about to hit the ball
../data/validation/images/COCO_val2014_000000232842.jpg,a group of people flying kites in a field
../data/validation/images/COCO_val2014_000000472678.jpg,"a desk with a computer, a monitor, and a printer"
../data/validation/images/COCO_val2014_000000174902.jpg,a sign with stickers on it
../data/validation/images/COCO_val2014_000000400567.jpg,a living room with a table and chairs
../data/validation/images/COCO_val2014_000000069229.jpg,a herd of cattle laying in a field
../data/validation/images/COCO_val2014_000000146315.jpg,two men in suits are looking at a laptop
../data/validation/images/COCO_val2014_000000233090.jpg,a boat is in the water near a city
../data/validation/images/COCO_val2014_000000038540.jpg,a bus is parked in a parking lot
../data/validation/images/COCO_val2014_000000092543.jpg,a little girl standing next to a fire hydra
../data/validation/images/COCO_val2014_000000016356.jpg,two boys are flying kites in a field
../data/validation/images/COCO_val2014_000000299838.jpg,a man in a blue shirt and white shorts playing tennis
../data/validation/images/COCO_val2014_000000401758.jpg,a dog and a cat are standing on a gravel road
../data/validation/images/COCO_val2014_000000086602.jpg,a train on the tracks
../data/validation/images/COCO_val2014_000000078478.jpg,a person cutting a pizza with a knife
../data/validation/images/COCO_val2014_000000548879.jpg,a bus on the road
../data/validation/images/COCO_val2014_000000325198.jpg,a gife standing in a field
../data/validation/images/COCO_val2014_000000234533.jpg,a green bike
../data/validation/images/COCO_val2014_000000438220.jpg,a train is moving through a subway station
../data/validation/images/COCO_val2014_000000130651.jpg,a tree in a park with benches and benches
../data/validation/images/COCO_val2014_000000200089.jpg,a body of water
../data/validation/images/COCO_val2014_000000043261.jpg,a white table cloth
../data/validation/images/COCO_val2014_000000521869.jpg,a dog sitting in a car
../data/validation/images/COCO_val2014_000000445309.jpg,a man riding a bike across a crosswalk
../data/validation/images/COCO_val2014_000000235808.jpg,a train car
../data/validation/images/COCO_val2014_000000000544.jpg,a baseball game is being played in a stadium
../data/validation/images/COCO_val2014_000000438862.jpg,a group of men playing soccer
../data/validation/images/COCO_val2014_000000415843.jpg,a group of urves
../data/validation/images/COCO_val2014_000000186095.jpg,two horses standing next to each other horses
../data/validation/images/COCO_val2014_000000526044.jpg,a cow standing in the water
../data/validation/images/COCO_val2014_000000549907.jpg,the elephant is wet
../data/validation/images/COCO_val2014_000000507087.jpg,a couple of surfboards on a beach
../data/validation/images/COCO_val2014_000000175310.jpg,a bathroom with a sink and a mirror
../data/validation/images/COCO_val2014_000000177913.jpg,a dog laying on a bed with a blanket
../data/validation/images/COCO_val2014_000000196280.jpg,a young boy in a kitchen
../data/validation/images/COCO_val2014_000000111619.jpg,a bus on the road
../data/validation/images/COCO_val2014_000000477805.jpg,a man sitting in the dark using a laptop
../data/validation/images/COCO_val2014_000000216618.jpg,a bus on the road
../data/validation/images/COCO_val2014_000000571059.jpg,the water is blue
../data/validation/images/COCO_val2014_000000065530.jpg,a man in a blue shirt
../data/validation/images/COCO_val2014_000000008844.jpg,a woman smiles as she stands in front of a bunch of bananas
../data/validation/images/COCO_val2014_000000495519.jpg,a man riding a atv on the beach
../data/validation/images/COCO_val2014_000000458728.jpg,a herd of cows grazing in a field
../data/validation/images/COCO_val2014_000000560349.jpg,a group of children sitting on a couch
../data/validation/images/COCO_val2014_000000223241.jpg,a man sitting on a couch holding a baby
../data/validation/images/COCO_val2014_000000439777.jpg,a clock on the side of a building
../data/validation/images/COCO_val2014_000000056344.jpg,"a desk with a computer, a phone, and a laptop"
../data/validation/images/COCO_val2014_000000522612.jpg,a skateboarder is doing a trick on a rail
../data/validation/images/COCO_val2014_000000298904.jpg,a fish tank with a small fish inside of it
../data/validation/images/COCO_val2014_000000281409.jpg,a baseball player swinging a bat
../data/validation/images/COCO_val2014_000000169849.jpg,a fire hydrant
../data/validation/images/COCO_val2014_000000465129.jpg,a man in a kitchen with a light on his head
../data/validation/images/COCO_val2014_000000361521.jpg,a man standing next to a red truck
../data/validation/images/COCO_val2014_000000563696.jpg,a person is typing on a laptop
../data/validation/images/COCO_val2014_000000453626.jpg,a stop sign on a road
../data/validation/images/COCO_val2014_000000438985.jpg,a cat sleeping on top of a stack of luggage
../data/validation/images/COCO_val2014_000000113397.jpg,a man playing a video game with a remote control
../data/validation/images/COCO_val2014_000000569001.jpg,a tray with food on it
../data/validation/images/COCO_val2014_000000516341.jpg,a laptop on a table
../data/validation/images/COCO_val2014_000000099081.jpg,a woman in a coat
../data/validation/images/COCO_val2014_000000432626.jpg,a man standing in a room with a remote control
../data/validation/images/COCO_val2014_000000024845.jpg,a bathroom with a toilet and a sink
../data/validation/images/COCO_val2014_000000223714.jpg,a table with plates of food and drinks
../data/validation/images/COCO_val2014_000000158498.jpg,a laptop computer and a cell phone on a desk
../data/validation/images/COCO_val2014_000000263178.jpg,a bowl of fruit
../data/validation/images/COCO_val2014_000000314108.jpg,a group of men standing outside of a building
../data/validation/images/COCO_val2014_000000422350.jpg,a kitchen with a sink and a stove
../data/validation/images/COCO_val2014_000000399058.jpg,a truck driving down a road with an elephant
../data/validation/images/COCO_val2014_000000251888.jpg,a boat in the water
../data/validation/images/COCO_val2014_000000408955.jpg,"a living room with a couch, television and a coffee table"
../data/validation/images/COCO_val2014_000000513659.jpg,a drawing of a building with a horse drawn on it
../data/validation/images/COCO_val2014_000000131969.jpg,a yellow and blue fire hydrant
../data/validation/images/COCO_val2014_000000005314.jpg,a bathroom with a toilet and a sink
../data/validation/images/COCO_val2014_000000187451.jpg,three men standing on the beach
../data/validation/images/COCO_val2014_000000197254.jpg,a horse drawn carriage
../data/validation/images/COCO_val2014_000000254750.jpg,a bathroom with a toilet and a sink
../data/validation/images/COCO_val2014_000000275933.jpg,a group of men playing soccer on a dirt field
../data/validation/images/COCO_val2014_000000303603.jpg,a plane flying over a body of water
../data/validation/images/COCO_val2014_000000562614.jpg,a group of young men playing soccer in a field
../data/validation/images/COCO_val2014_000000292060.jpg,a kitchen with a stove and a ceiling fan
../data/validation/images/COCO_val2014_000000300867.jpg,a couple of beds in a room with a window
../data/validation/images/COCO_val2014_000000031281.jpg,a person holding a surfboard in front of a rock
../data/validation/images/COCO_val2014_000000454854.jpg,a gife standing next to a pole
../data/validation/images/COCO_val2014_000000490105.jpg,a dog watching a television show on a flat screen
../data/validation/images/COCO_val2014_000000355971.jpg,a brown teddy bear
../data/validation/images/COCO_val2014_000000506220.jpg,a bathroom with a sink and a mirror
../data/validation/images/COCO_val2014_000000083766.jpg,a group of people sitting on the floor
../data/validation/images/COCO_val2014_000000239130.jpg,a man riding a bike on a street
../data/validation/images/COCO_val2014_000000505891.jpg,a cat laying on a bed
../data/validation/images/COCO_val2014_000000184902.jpg,a living room with a fireplace and a couch
../data/validation/images/COCO_val2014_000000421433.jpg,a man laying in bed with a laptop
../data/validation/images/COCO_val2014_000000488522.jpg,a cake with chocolate and nuts on a plate
../data/validation/images/COCO_val2014_000000442225.jpg,a man sitting at a table with a glass of water
../data/validation/images/COCO_val2014_000000124614.jpg,a woman standing in a hotel lobby with a suitcase
../data/validation/images/COCO_val2014_000000149022.jpg,a plate of donuts
../data/validation/images/COCO_val2014_000000464328.jpg,a cow standing in a stream of water
../data/validation/images/COCO_val2014_000000267571.jpg,a gifet is standing in a dirt area
../data/validation/images/COCO_val2014_000000572980.jpg,a white truck
../data/validation/images/COCO_val2014_000000400719.jpg,a large group of people flying kites in a park
../data/validation/images/COCO_val2014_000000209346.jpg,a woman holding a red suitcase
../data/validation/images/COCO_val2014_000000018688.jpg,a baseball game is on on the tv
../data/validation/images/COCO_val2014_000000152398.jpg,a bed with a green blanket
../data/validation/images/COCO_val2014_000000422778.jpg,a plate of pizza on a table with a person in the background
../data/validation/images/COCO_val2014_000000136140.jpg,a woman holding a cell phone
../data/validation/images/COCO_val2014_000000239445.jpg,a man holding a frth
../data/validation/images/COCO_val2014_000000133161.jpg,a pile of oranges
../data/validation/images/COCO_val2014_000000073521.jpg,a black chair
../data/validation/images/COCO_val2014_000000299593.jpg,a yellow double decker bus
../data/validation/images/COCO_val2014_000000201646.jpg,a man sitting on a couch holding a wii game controller
../data/validation/images/COCO_val2014_000000117701.jpg,a group of people sitting around a table
../data/validation/images/COCO_val2014_000000498274.jpg,a bus on the road
../data/validation/images/COCO_val2014_000000280909.jpg,a little girl holding a tennis racket
../data/validation/images/COCO_val2014_000000056400.jpg,a man in a suit and tie holding a banana
../data/validation/images/COCO_val2014_000000008010.jpg,two surfers walking on the beach
../data/validation/images/COCO_val2014_000000012120.jpg,a tennis match is being played on a blue court
../data/validation/images/COCO_val2014_000000156832.jpg,a bathroom with a toilet and a sink
../data/validation/images/COCO_val2014_000000484842.jpg,a boy is eating a cake with a fork
../data/validation/images/COCO_val2014_000000061862.jpg,a woman taking a picture of herself in a mirror
../data/validation/images/COCO_val2014_000000069887.jpg,a man in a canoe on a lake
../data/validation/images/COCO_val2014_000000565233.jpg,a man sitting on a bed using a laptop
../data/validation/images/COCO_val2014_000000017944.jpg,a large building with a clock on the front
../data/validation/images/COCO_val2014_000000278579.jpg,two men in suits and ties posing for a picture
../data/validation/images/COCO_val2014_000000556158.jpg,a man is skiing down a snowy hill
../data/validation/images/COCO_val2014_000000113333.jpg,a street scene with a car and a street sign
../data/validation/images/COCO_val2014_000000090138.jpg,a sandwich with a side of beer and a drink
../data/validation/images/COCO_val2014_000000579201.jpg,a apple and a knife on a table
../data/validation/images/COCO_val2014_000000109361.jpg,a group of birds
../data/validation/images/COCO_val2014_000000469242.jpg,a red train
../data/validation/images/COCO_val2014_000000509131.jpg,a bowl of fruit and a banana on a table
../data/validation/images/COCO_val2014_000000395402.jpg,a dog is sitting on the floor looking up
../data/validation/images/COCO_val2014_000000005595.jpg,a book on a table
../data/validation/images/COCO_val2014_000000388770.jpg,a bunch of birds sitting on a traffic light
../data/validation/images/COCO_val2014_000000272857.jpg,a street sign and a traffic light on a pole
../data/validation/images/COCO_val2014_000000388395.jpg,a group of buses
../data/validation/images/COCO_val2014_000000348475.jpg,a truck on the road
../data/validation/images/COCO_val2014_000000231828.jpg,a git looking at the camera
../data/validation/images/COCO_val2014_000000497441.jpg,a car parked in front of a house
../data/validation/images/COCO_val2014_000000346013.jpg,a vase of flowers on a table
../data/validation/images/COCO_val2014_000000382041.jpg,a man doing a trick on a skateboard
../data/validation/images/COCO_val2014_000000552186.jpg,a man riding a skateboard down a cement road
../data/validation/images/COCO_val2014_000000058157.jpg,a group of people playing frc
../data/validation/images/COCO_val2014_000000163601.jpg,a clock sculpture
../data/validation/images/COCO_val2014_000000556980.jpg,a sandwich with meat and let on a table
../data/validation/images/COCO_val2014_000000144874.jpg,a man is surfing in a river with a paddle
../data/validation/images/COCO_val2014_000000466425.jpg,a plate of food
../data/validation/images/COCO_val2014_000000332861.jpg,"a kitchen with a stove, sink, and dishwasher"
../data/validation/images/COCO_val2014_000000019544.jpg,"a desk with a computer, keyboard, and a monitor"
../data/validation/images/COCO_val2014_000000080303.jpg,a green tractor
../data/validation/images/COCO_val2014_000000514468.jpg,a person in a wet suit is surfing in the ocean
../data/validation/images/COCO_val2014_000000190160.jpg,two white birds standing in the water
../data/validation/images/COCO_val2014_000000354537.jpg,a dog in a car
../data/validation/images/COCO_val2014_000000207548.jpg,a young boy sitting on a bench in the woods
../data/validation/images/COCO_val2014_000000546283.jpg,a hand holding a hot dog
../data/validation/images/COCO_val2014_000000449471.jpg,a group of geese
../data/validation/images/COCO_val2014_000000484938.jpg,two young boys playing a video game
../data/validation/images/COCO_val2014_000000312103.jpg,a man eating a hot dog
../data/validation/images/COCO_val2014_000000179112.jpg,a woman taking a picture of herself
../data/validation/images/COCO_val2014_000000437351.jpg,a woman sitting on the floor
../data/validation/images/COCO_val2014_000000397211.jpg,a boy on a skateboard
../data/validation/images/COCO_val2014_000000087958.jpg,a train traveling down the tracks in the countryside
../data/validation/images/COCO_val2014_000000577091.jpg,a black desk
../data/validation/images/COCO_val2014_000000382683.jpg,a man and a child in a boat
../data/validation/images/COCO_val2014_000000126983.jpg,a kitchen with a stove and a refrigerator
../data/validation/images/COCO_val2014_000000230040.jpg,a couple of people are walking on the beach
../data/validation/images/COCO_val2014_000000510138.jpg,a man sitting at a table with a laptop
../data/validation/images/COCO_val2014_000000120070.jpg,a man sitting at a desk with a laptop
../data/validation/images/COCO_val2014_000000451511.jpg,a woman in red jacket skiing down a hill
../data/validation/images/COCO_val2014_000000479829.jpg,a woman sitting on a bed reading a book
../data/validation/images/COCO_val2014_000000571786.jpg,a bottle of beer
../data/validation/images/COCO_val2014_000000501116.jpg,a red house
../data/validation/images/COCO_val2014_000000052066.jpg,a man is waiting for a train at a train station
../data/validation/images/COCO_val2014_000000076211.jpg,a clock on the side of a building
../data/validation/images/COCO_val2014_000000041300.jpg,a train on the tracks
../data/validation/images/COCO_val2014_000000253413.jpg,a large body of water
../data/validation/images/COCO_val2014_000000494913.jpg,"a living room with a couch, television, and a television"
../data/validation/images/COCO_val2014_000000169028.jpg,a skateboarder is doing a trick on a ramp
../data/validation/images/COCO_val2014_000000242095.jpg,a crowd of people flying kites in a park
../data/validation/images/COCO_val2014_000000554618.jpg,a living room with a couch and a window
../data/validation/images/COCO_val2014_000000327529.jpg,a red and blue bike
../data/validation/images/COCO_val2014_000000056567.jpg,a plate of food on a table with a glass of wine
../data/validation/images/COCO_val2014_000000453757.jpg,a man in an orange shirt
../data/validation/images/COCO_val2014_000000543525.jpg,a kitchen with a sink and a stove
../data/validation/images/COCO_val2014_000000092678.jpg,a woman flying a kite
../data/validation/images/COCO_val2014_000000266491.jpg,two people cross country skiing
../data/validation/images/COCO_val2014_000000006473.jpg,a cake with a surfboard and palm trees
../data/validation/images/COCO_val2014_000000145544.jpg,a black dog drinking out of a toilet
../data/validation/images/COCO_val2014_000000463266.jpg,a cat sitting on a patio next to a chair
../data/validation/images/COCO_val2014_000000518326.jpg,a woman in a hospital bed with a child
../data/validation/images/COCO_val2014_000000330265.jpg,a bathroom with a toilet and a sink
../data/validation/images/COCO_val2014_000000371129.jpg,a man skiing down a snowy hill
../data/validation/images/COCO_val2014_000000431464.jpg,a table with a plate of carrots and a bowl of carrots
../data/validation/images/COCO_val2014_000000071004.jpg,a man playing with a dog
../data/validation/images/COCO_val2014_000000474762.jpg,a group of horses
../data/validation/images/COCO_val2014_000000115314.jpg,a person riding a motorcycle on a road
../data/validation/images/COCO_val2014_000000359465.jpg,a man is surfing in the ocean on a surfboard
../data/validation/images/COCO_val2014_000000570169.jpg,a teddy bear sitting on a wooden bench
../data/validation/images/COCO_val2014_000000071596.jpg,a man and a woman playing a video game
../data/validation/images/COCO_val2014_000000137120.jpg,a snowboarder is jumping off a rock
../data/validation/images/COCO_val2014_000000293841.jpg,a bus is parked on the side of the road
../data/validation/images/COCO_val2014_000000089643.jpg,a group of people flying kites on a beach
../data/validation/images/COCO_val2014_000000332318.jpg,a field of green grass
../data/validation/images/COCO_val2014_000000059743.jpg,a group of people in the ocean with surfboards
../data/validation/images/COCO_val2014_000000215781.jpg,a bird is perched on a flower in a garden
../data/validation/images/COCO_val2014_000000326781.jpg,"a bathroom with a toilet, sink, and shower"
../data/validation/images/COCO_val2014_000000437423.jpg,a car is stopped at a stop light
../data/validation/images/COCO_val2014_000000071027.jpg,a horse drawn carriage
../data/validation/images/COCO_val2014_000000528977.jpg,a brick building with graffiti on it
../data/validation/images/COCO_val2014_000000454414.jpg,a zebra standing in the grass
../data/validation/images/COCO_val2014_000000422783.jpg,a microwave with a microwave inside of it
../data/validation/images/COCO_val2014_000000342295.jpg,a bathroom with a painting of a man in a bathtub
../data/validation/images/COCO_val2014_000000024845.jpg,a bathroom with a toilet and a sink
../data/validation/images/COCO_val2014_000000317575.jpg,a white plate with food on it
../data/validation/images/COCO_val2014_000000375440.jpg,a man sitting on a bench
../data/validation/images/COCO_val2014_000000179142.jpg,a plane flying in the sky
../data/validation/images/COCO_val2014_000000275392.jpg,a man riding a horse in a field
../data/validation/images/COCO_val2014_000000300000.jpg,a dog sitting in the grass
../data/validation/images/COCO_val2014_000000010694.jpg,a cat sitting on top of a television
../data/validation/images/COCO_val2014_000000511622.jpg,a woman standing in a kitchen with a pan on the stove
../data/validation/images/COCO_val2014_000000001722.jpg,a man riding a bike through a flooded street
../data/validation/images/COCO_val2014_000000216628.jpg,a man riding a skateboard down a street
../data/validation/images/COCO_val2014_000000105812.jpg,a plate of food with a sandwich and a glass of water
../data/validation/images/COCO_val2014_000000225670.jpg,a dog jumping in the air
../data/validation/images/COCO_val2014_000000533434.jpg,a street sign on a pole
../data/validation/images/COCO_val2014_000000025685.jpg,a plane is flying over a body of water
../data/validation/images/COCO_val2014_000000322361.jpg,two people riding horses
../data/validation/images/COCO_val2014_000000521669.jpg,a person holding a cell phone with a picture of a man on it
../data/validation/images/COCO_val2014_000000090366.jpg,two cows standing in the grass
../data/validation/images/COCO_val2014_000000457631.jpg,a man and a little girl playing a video game
../data/validation/images/COCO_val2014_000000498280.jpg,a man is cooking in a kitchen with a pizza oven
../data/validation/images/COCO_val2014_000000188522.jpg,a tree in the field
../data/validation/images/COCO_val2014_000000405183.jpg,a woman standing in a living room holding a wii game controller
../data/validation/images/COCO_val2014_000000219655.jpg,a truck parked in the snow
../data/validation/images/COCO_val2014_000000338560.jpg,a blue and yellow fire hydrant
../data/validation/images/COCO_val2014_000000186497.jpg,a gi is feeding a gi in a zoo
../data/validation/images/COCO_val2014_000000288944.jpg,a young boy sitting in the snow on a snowboard
../data/validation/images/COCO_val2014_000000244159.jpg,"a living room with a couch, coffee table, and television"
../data/validation/images/COCO_val2014_000000045746.jpg,"a kitchen with a stove, sink, and refrigerator"
../data/validation/images/COCO_val2014_000000141453.jpg,a horse pulling a cart
../data/validation/images/COCO_val2014_000000001592.jpg,a girl sitting on a deck with an umbrella
../data/validation/images/COCO_val2014_000000343445.jpg,a vase with flowers
../data/validation/images/COCO_val2014_000000162685.jpg,a man in a suit and tie is looking at a woman in a mirror
../data/validation/images/COCO_val2014_000000458790.jpg,a window with a view of a building
../data/validation/images/COCO_val2014_000000360318.jpg,a monkey eating a banana
../data/validation/images/COCO_val2014_000000478980.jpg,a person riding a skateboard down a road
../data/validation/images/COCO_val2014_000000462576.jpg,a plate of food on a table with orange juice
../data/validation/images/COCO_val2014_000000224991.jpg,a person winds surfing in the ocean
../data/validation/images/COCO_val2014_000000136271.jpg,a bunch of apples
../data/validation/images/COCO_val2014_000000005728.jpg,a man in a park throwing a frc
../data/validation/images/COCO_val2014_000000159832.jpg,a man in the air
../data/validation/images/COCO_val2014_000000532761.jpg,"a living room with a couch, chair, television and a coffee table"
../data/validation/images/COCO_val2014_000000159500.jpg,a bathroom with a toilet and a sink
../data/validation/images/COCO_val2014_000000222500.jpg,a kitchen with a stove and a sink
../data/validation/images/COCO_val2014_000000297085.jpg,a cat sitting on a table in a living room
../data/validation/images/COCO_val2014_000000240811.jpg,a group of people skiing down a hill
../data/validation/images/COCO_val2014_000000209682.jpg,a bathroom with a toilet and a sink
../data/validation/images/COCO_val2014_000000383137.jpg,a boy wearing white shorts
../data/validation/images/COCO_val2014_000000103488.jpg,a bathroom with a sink and a mirror
../data/validation/images/COCO_val2014_000000192670.jpg,a baseball player swinging at a ball
../data/validation/images/COCO_val2014_000000348494.jpg,a cat laying on a white plate
../data/validation/images/COCO_val2014_000000269394.jpg,two parking meters
../data/validation/images/COCO_val2014_000000233446.jpg,a black and white cat sitting on a step
../data/validation/images/COCO_val2014_000000065333.jpg,a laptop computer
../data/validation/images/COCO_val2014_000000461655.jpg,a vase of yellow tulipps
../data/validation/images/COCO_val2014_000000284445.jpg,a group of people walking down a street
../data/validation/images/COCO_val2014_000000500565.jpg,a woman holding a baby in her arms
../data/validation/images/COCO_val2014_000000111547.jpg,a blue and white bus
../data/validation/images/COCO_val2014_000000285047.jpg,a man sitting at a table with a cup of coffee
../data/validation/images/COCO_val2014_000000278934.jpg,two people standing next to a stop sign
../data/validation/images/COCO_val2014_000000553129.jpg,a kitchen with a refrigerator and a sink
../data/validation/images/COCO_val2014_000000455299.jpg,a computer keyboard
../data/validation/images/COCO_val2014_000000190423.jpg,a woman playing bowling
../data/validation/images/COCO_val2014_000000291074.jpg,a baseball player holding a bat on a field
../data/validation/images/COCO_val2014_000000456750.jpg,a plate with a piece of cake on it
../data/validation/images/COCO_val2014_000000148358.jpg,two zebras in a field
../data/validation/images/COCO_val2014_000000268927.jpg,a man sitting on a bench
../data/validation/images/COCO_val2014_000000062443.jpg,a stone building with a bench and a tree
../data/validation/images/COCO_val2014_000000347823.jpg,a little girl sitting on a couch with a birthday hat on
../data/validation/images/COCO_val2014_000000569452.jpg,a man doing a trick on a skateboard
../data/validation/images/COCO_val2014_000000553869.jpg,a woman holding an umbrella
../data/validation/images/COCO_val2014_000000505822.jpg,a vase of flowers
../data/validation/images/COCO_val2014_000000479586.jpg,a cat sitting on a shelf in front of a television
../data/validation/images/COCO_val2014_000000142246.jpg,"a living room with a couch, chair, and a table"
../data/validation/images/COCO_val2014_000000304342.jpg,a group of people sitting at a table
../data/validation/images/COCO_val2014_000000111864.jpg,a man wearing a red shirt
../data/validation/images/COCO_val2014_000000093116.jpg,a bathroom with a sink and a mirror
../data/validation/images/COCO_val2014_000000417804.jpg,a computer mouse and a keyboard on a table
../data/validation/images/COCO_val2014_000000448518.jpg,a chair with a keyboard on it
../data/validation/images/COCO_val2014_000000541158.jpg,a cat sitting under an umbrella on the floor
../data/validation/images/COCO_val2014_000000241889.jpg,a skier in the air
../data/validation/images/COCO_val2014_000000269450.jpg,a plate of pizza
../data/validation/images/COCO_val2014_000000379533.jpg,a zebra grazing in a field
../data/validation/images/COCO_val2014_000000179727.jpg,a woman playing tennis on a tennis court
../data/validation/images/COCO_val2014_000000129897.jpg,a group of men sitting at a table eating
../data/validation/images/COCO_val2014_000000111099.jpg,a cloudy sky
../data/validation/images/COCO_val2014_000000308156.jpg,a living room with a large rug on the floor
../data/validation/images/COCO_val2014_000000441083.jpg,a dog is looking out the window of a car
../data/validation/images/COCO_val2014_000000054593.jpg,a young boy swinging a baseball bat
