Image ID,Image file,Question ID,Question,Answer,Plausible answers,Question Type,Answer Type
16356,../data/validation/images/COCO_val2014_000000016356.jpg,16356001,Are these two kids related?,yes,{'yes'},are these,yes/no
299838,../data/validation/images/COCO_val2014_000000299838.jpg,299838002,Are the men wearing the same color shirt?,no,{'no'},are the,yes/no
401758,../data/validation/images/COCO_val2014_000000401758.jpg,401758007,What kind of dog is this?,boxer,"{'sheepdog', 'pitbull', 'boxer', 'bulldog'}",what kind of,other
86602,../data/validation/images/COCO_val2014_000000086602.jpg,86602002,Is the train moving?,yes,"{'probably', 'yes'}",is the,yes/no
78478,../data/validation/images/COCO_val2014_000000078478.jpg,78478001,Is that hot?,yes,{'yes'},is,yes/no
548879,../data/validation/images/COCO_val2014_000000548879.jpg,548879002,Is the bus turning?,no,{'no'},is the,yes/no
325198,../data/validation/images/COCO_val2014_000000325198.jpg,325198000,Is the giraffe in captivity or in the wild?,captivity,"{'captivity', 'wild'}",is the,other
234533,../data/validation/images/COCO_val2014_000000234533.jpg,234533002,Is there a birthday cake on the bike?,yes,"{'no', 'yes'}",is there a,yes/no
438220,../data/validation/images/COCO_val2014_000000438220.jpg,438220004,How many people are waiting?,3,"{'3', '2', '5', '4', 'many'}",how many people are,number
130651,../data/validation/images/COCO_val2014_000000130651.jpg,130651002,What is between the two trees?,star,"{'star', 'red star', 'bench'}",what is,other
200089,../data/validation/images/COCO_val2014_000000200089.jpg,200089003,Is there a lighthouse?,no,{'no'},is there a,yes/no
43261,../data/validation/images/COCO_val2014_000000043261.jpg,43261001,Is chips in the image?,no,"{'no', 'yes'}",is,yes/no
521869,../data/validation/images/COCO_val2014_000000521869.jpg,521869000,What is the model of the car?,ford,"{'ford', 'chevy', 'honda', 'nissan', 'unsure', 'sedan', ""can't tell""}",what is the,other
445309,../data/validation/images/COCO_val2014_000000445309.jpg,445309000,Is the car on the street?,yes,"{'maroon', 'yes'}",is the,yes/no
235808,../data/validation/images/COCO_val2014_000000235808.jpg,235808002,Are those bananas?,no,{'no'},are,yes/no
544,../data/validation/images/COCO_val2014_000000000544.jpg,544001,Is the catcher wearing blue?,no,"{'no', 'yes'}",is the,yes/no
438862,../data/validation/images/COCO_val2014_000000438862.jpg,438862001,How fast is the ball heading towards the boy?,slow,"{'not fast', 'unsure', 'slow', 'still', 'slowly'}",how,other
415843,../data/validation/images/COCO_val2014_000000415843.jpg,415843000,Would a man or woman use this bathroom?,man,"{'male', 'man', 'yes'}",none of the above,other
186095,../data/validation/images/COCO_val2014_000000186095.jpg,186095000,What color are the boy's pants?,blue,{'blue'},what color are the,other
526044,../data/validation/images/COCO_val2014_000000526044.jpg,526044004,Is there grass in the picture?,no,{'no'},is there,yes/no
549907,../data/validation/images/COCO_val2014_000000549907.jpg,549907009,What are the elephants doing?,standing,"{'drinking water', 'standing in water', 'drinking', 'standing'}",what are the,other
507087,../data/validation/images/COCO_val2014_000000507087.jpg,507087001,How many boards?,4,"{'3', '4'}",how many,number
175310,../data/validation/images/COCO_val2014_000000175310.jpg,175310007,What room is shown here?,bathroom,"{'kitchen', 'bathroom'}",what room is,other
177913,../data/validation/images/COCO_val2014_000000177913.jpg,177913000,What color are the words?,red,{'red'},what color are the,other
196280,../data/validation/images/COCO_val2014_000000196280.jpg,196280000,Is there a man in the picture?,no,"{'no', 'yes'}",is there a,yes/no
111619,../data/validation/images/COCO_val2014_000000111619.jpg,111619000,How does this kind of bus offer a kind of privacy to the occupants?,tinted windows,"{'no windows', 'windows are painted', 'painted windows', 'marines', 'tinted windows', 'windowless'}",how,other
477805,../data/validation/images/COCO_val2014_000000477805.jpg,477805044,Is the man likely to remain in this position for a long time?,yes,"{'no', 'maybe', 'yes'}",is the man,yes/no
216618,../data/validation/images/COCO_val2014_000000216618.jpg,216618005,What fast food restaurant is advertising on the bus?,bananas,"{'zamana', 'grainger', 'go bananas', 'buffalo wild wings', ""can't tell"", 'bananas', 'in and out'}",what,other
571059,../data/validation/images/COCO_val2014_000000571059.jpg,571059005,Is this a secret 'surfer' handshake?,yes,"{'no', 'maybe', 'yes'}",is this a,yes/no
65530,../data/validation/images/COCO_val2014_000000065530.jpg,65530028,Is this outside?,no,{'no'},is this,yes/no
8844,../data/validation/images/COCO_val2014_000000008844.jpg,8844022,What is wooden item seen on bottom?,table,{'table'},what is,other
495519,../data/validation/images/COCO_val2014_000000495519.jpg,495519000,Where is this location?,beach,{'beach'},none of the above,other
458728,../data/validation/images/COCO_val2014_000000458728.jpg,458728006,What are the cows doing?,grazing,"{'25', 'grazing', 'eating and relaxing in pasture', 'resting', 'standing'}",what are the,other
560349,../data/validation/images/COCO_val2014_000000560349.jpg,560349005,What color is his tie?,black,"{'black', 'blue'}",what color is,other
223241,../data/validation/images/COCO_val2014_000000223241.jpg,223241059,What is the little baby looking at?,tv,"{'screen', 'television', 'tv', 'nothing', 'room', 'camera', 'left side'}",what is the,other
439777,../data/validation/images/COCO_val2014_000000439777.jpg,439777000,What time does the clock say?,4:20,"{'10:20', '4:20', '3:55', '11 20', '4:50'}",what time,number
56344,../data/validation/images/COCO_val2014_000000056344.jpg,56344000,Do the monitors show the same thing?,no,{'no'},do,yes/no
522612,../data/validation/images/COCO_val2014_000000522612.jpg,522612002,What trick is the skater performing?,jump,"{'uncertain', 'jump', 'ollie', 'grind', 'soul'}",what,other
298904,../data/validation/images/COCO_val2014_000000298904.jpg,298904002,What is the glass container sitting on?,table,"{'table', 'wood'}",what is the,other
281409,../data/validation/images/COCO_val2014_000000281409.jpg,281409000,What kind of pants is the batter wearing?,baseball,"{'striped', 'baseball pants', 'pinstripe', 'polyester', 'white baseball pants', 'white and black striped', 'baseball'}",what kind of,other
169849,../data/validation/images/COCO_val2014_000000169849.jpg,169849002,What number can be seen?,149,"{'149', '145'}",what,number
465129,../data/validation/images/COCO_val2014_000000465129.jpg,465129000,What has a checkered pattern?,towel,"{'kitchen towel', 'towel', 'dishcloth'}",what,other
361521,../data/validation/images/COCO_val2014_000000361521.jpg,361521001,Is the man wearing a hat?,yes,{'yes'},is the man,yes/no
563696,../data/validation/images/COCO_val2014_000000563696.jpg,563696001,Is it dark in this picture?,yes,"{'no', 'yes'}",is it,yes/no
453626,../data/validation/images/COCO_val2014_000000453626.jpg,453626003,What gate number are the in front of?,0,"{'1', 'dunno', 'stop', '0'}",what,number
438985,../data/validation/images/COCO_val2014_000000438985.jpg,438985002,What animal is on top of the suitcase?,cat,{'cat'},what animal is,other
113397,../data/validation/images/COCO_val2014_000000113397.jpg,113397003,What's behind him?,books,"{'bookcase', 'books', 'bookshelf'}",none of the above,other
569001,../data/validation/images/COCO_val2014_000000569001.jpg,569001001,What are the foods on the tray?,hot dogs and fries,"{'hot dogs and fries', 'hot dogs and french fries', 'hot dog, fries, bun', 'hot dog fries', 'junk food'}",what are the,other
516341,../data/validation/images/COCO_val2014_000000516341.jpg,516341002,Does the man have any facial hair?,yes,"{'no', 'yes'}",does the,yes/no
99081,../data/validation/images/COCO_val2014_000000099081.jpg,99081003,Is this dangerous?,yes,{'yes'},is this,yes/no
432626,../data/validation/images/COCO_val2014_000000432626.jpg,432626005,How many people are in the photo?,1,{'1'},how many people are in,number
24845,../data/validation/images/COCO_val2014_000000024845.jpg,24845010,What color are the cabinets?,brown,"{'brown', 'light brown'}",what color are the,other
223714,../data/validation/images/COCO_val2014_000000223714.jpg,223714002,What color are the plates?,white,{'white'},what color are the,other
158498,../data/validation/images/COCO_val2014_000000158498.jpg,158498000,What is in the cup?,orange juice,"{'orange juice', 'juice'}",what is in the,other
263178,../data/validation/images/COCO_val2014_000000263178.jpg,263178001,What are the fruits in the bowl?,"banana's,orange's","{'lemon, banana', 'banana, apple', 'banana, lemons, avocado', 'banana/lemon', 'banana, grapefruit', 'banana avocado pear', ""banana's,orange's"", 'yes', 'banana orange', 'bananas, oranges, and avocados'}",what are the,other
314108,../data/validation/images/COCO_val2014_000000314108.jpg,314108005,What type of photo is this?,black and white,"{'black and white', 'antique', 'western', 'portrait', 'vintage', 'old'}",what type of,other
422350,../data/validation/images/COCO_val2014_000000422350.jpg,422350007,Is this a compact kitchen?,yes,"{'no', 'yes'}",is this a,yes/no
399058,../data/validation/images/COCO_val2014_000000399058.jpg,399058000,What sign is on the back of the truck?,hazard,"{'danger', 'flammable', 'hazard', 'warning sign'}",what,other
251888,../data/validation/images/COCO_val2014_000000251888.jpg,251888021,How many tall buildings are there?,25,"{'25', '10', '1', '11', '40', '24', '20', 'many'}",how many,number
408955,../data/validation/images/COCO_val2014_000000408955.jpg,408955001,What are on the windows?,blinds,"{'shutters', 'blinds', 'mini blinds'}",what are,other
513659,../data/validation/images/COCO_val2014_000000513659.jpg,513659000,What does the first line read at the bottom?,mcneely & co,"{'philadelphia', 'mcneely & co'}",what does the,other
131969,../data/validation/images/COCO_val2014_000000131969.jpg,131969005,Is someone in the phone booth?,no,"{'no', 'yes'}",is,yes/no
5314,../data/validation/images/COCO_val2014_000000005314.jpg,5314002,Will this room get dirty easily?,yes,"{'no', 'yes'}",none of the above,yes/no
187451,../data/validation/images/COCO_val2014_000000187451.jpg,187451002,What are these men holding?,surfboards,{'surfboards'},what are,other
197254,../data/validation/images/COCO_val2014_000000197254.jpg,197254002,What color are the horses?,white,"{'gray', 'white', 'gray and white'}",what color are the,other
254750,../data/validation/images/COCO_val2014_000000254750.jpg,254750003,Where is the toilet paper?,on sink,"{'sink basin', 'sink', 'on sink', 'on holder'}",where is the,other
275933,../data/validation/images/COCO_val2014_000000275933.jpg,275933000,How many men are playing soccer?,10,"{'9', '10'}",how many,number
303603,../data/validation/images/COCO_val2014_000000303603.jpg,303603010,Is the water placid?,yes,"{'no', 'yes'}",is the,yes/no
562614,../data/validation/images/COCO_val2014_000000562614.jpg,562614002,Are two teams competing?,yes,{'yes'},are,yes/no
292060,../data/validation/images/COCO_val2014_000000292060.jpg,292060001,Is this a gas or electric stove?,gas,{'gas'},is this a,other
300867,../data/validation/images/COCO_val2014_000000300867.jpg,300867001,How many windows are there?,2,{'2'},how many,number
31281,../data/validation/images/COCO_val2014_000000031281.jpg,31281002,Is the man going rock climbing?,no,{'no'},is the man,yes/no
454854,../data/validation/images/COCO_val2014_000000454854.jpg,454854001,Are there other animals in the picture?,no,"{'no', 'yes'}",are there,yes/no
490105,../data/validation/images/COCO_val2014_000000490105.jpg,490105001,What animal is in a cage?,dog,{'dog'},what animal is,other
355971,../data/validation/images/COCO_val2014_000000355971.jpg,355971000,What type of animal is the stuffed animal?,bear,{'bear'},what type of,other
506220,../data/validation/images/COCO_val2014_000000506220.jpg,506220002,How many mirrors are there?,2,{'2'},how many,number
83766,../data/validation/images/COCO_val2014_000000083766.jpg,83766002,Do you think these people are traveling together?,yes,{'yes'},do you,yes/no
239130,../data/validation/images/COCO_val2014_000000239130.jpg,239130010,Is this an extreme sport?,no,{'no'},is this an,yes/no
505891,../data/validation/images/COCO_val2014_000000505891.jpg,505891001,Is the bed made?,yes,{'yes'},is the,yes/no
184902,../data/validation/images/COCO_val2014_000000184902.jpg,184902001,Is the window open?,no,"{'y', 'no'}",is the,yes/no
421433,../data/validation/images/COCO_val2014_000000421433.jpg,421433002,Where is the owner of this bed?,in bed,"{'on bed', 'in bed sleeping', 'on it sleeping', 'in bed', 'in it', 'sleeping in it'}",where is the,other
488522,../data/validation/images/COCO_val2014_000000488522.jpg,488522001,How many slices have been cut?,7,"{'9', '6', '8', '7'}",how many,number
442225,../data/validation/images/COCO_val2014_000000442225.jpg,442225001,Is the glass more empty or more full?,empty,"{'more full', 'more empty', 'empty'}",is the,other
124614,../data/validation/images/COCO_val2014_000000124614.jpg,124614001,How many women in the picture?,3,{'3'},how many,number
149022,../data/validation/images/COCO_val2014_000000149022.jpg,149022002,What shape are the donuts?,square,"{'square and round', 'square', 'rectangle'}",what,other
464328,../data/validation/images/COCO_val2014_000000464328.jpg,464328002,Is the sun shining?,yes,"{'no', 'yes'}",is the,yes/no
267571,../data/validation/images/COCO_val2014_000000267571.jpg,267571003,Does the animal have horns?,yes,"{'no', 'yes'}",does the,yes/no
572980,../data/validation/images/COCO_val2014_000000572980.jpg,572980003,What is the name of the company?,united,"{'united van lines', 'united'}",what is the name,other
400719,../data/validation/images/COCO_val2014_000000400719.jpg,400719000,What type of picture is this?,park,"{'digital', 'color', 'park', 'park kite flying', 'kite competition', 'kite flying', 'outdoor', 'kite'}",what type of,other
209346,../data/validation/images/COCO_val2014_000000209346.jpg,209346000,Does the chair have chrome legs?,yes,{'yes'},does the,yes/no
18688,../data/validation/images/COCO_val2014_000000018688.jpg,18688001,What teams are playing?,indians and red sox,"{'red sox and indians', 'indians, red sox', 'indians and red sox', 'cleveland, boston', 'cle and bos', 'baseball'}",what,other
152398,../data/validation/images/COCO_val2014_000000152398.jpg,152398005,What color is the blanket on the bed?,green,"{'green maroon white', 'white', 'red', 'green red and white', 'green', 'burgundy and chartreuse', 'green, white, burgundy', 'burgundy'}",what color is the,other
422778,../data/validation/images/COCO_val2014_000000422778.jpg,422778001,Would you say this is regular cheese or extra cheese pizza?,extra cheese,"{'extra cheese', 'extra', 'regular cheese', 'no', 'regular'}",none of the above,other
136140,../data/validation/images/COCO_val2014_000000136140.jpg,136140002,Is the texting person happy or sad?,happy,"{'happy', 'sad', 'not clear', 'unknown'}",is the,other
239445,../data/validation/images/COCO_val2014_000000239445.jpg,239445005,Is the boy laughing?,no,"{'smiling', 'no', 'yes'}",is the,yes/no
133161,../data/validation/images/COCO_val2014_000000133161.jpg,133161001,What type of fruit has labels?,oranges,"{'citrus', 'oranges', 'orange'}",what type of,other
73521,../data/validation/images/COCO_val2014_000000073521.jpg,73521002,Are there rugs on the floor?,no,{'no'},are there,yes/no
299593,../data/validation/images/COCO_val2014_000000299593.jpg,299593005,What color is the writing on the front of the bus?,orange,"{'red', 'orange'}",what color is the,other
201646,../data/validation/images/COCO_val2014_000000201646.jpg,201646005,Is the man wearing a watch?,no,{'no'},is the man,yes/no
117701,../data/validation/images/COCO_val2014_000000117701.jpg,117701004,What advertisement do you see?,coke,"{'coca cola', 'diet coke', 'soda', 'nothing', 'coke'}",what,other
498274,../data/validation/images/COCO_val2014_000000498274.jpg,498274000,What number is on the destination sign on the bus?,23,{'23'},what number is,number
280909,../data/validation/images/COCO_val2014_000000280909.jpg,280909002,What name brand shirt is the little girl wearing?,nike,"{'polo', 'adidas', 'fila', 'nike', 'tommy hilfiger'}",what,other
56400,../data/validation/images/COCO_val2014_000000056400.jpg,56400004,Is this man married?,no,{'no'},is this,yes/no
8010,../data/validation/images/COCO_val2014_000000008010.jpg,8010003,How many surfboards are in this picture?,2,{'2'},how many,number
12120,../data/validation/images/COCO_val2014_000000012120.jpg,12120001,What game are they playing?,tennis,{'tennis'},what,other
156832,../data/validation/images/COCO_val2014_000000156832.jpg,156832018,What type of flooring is in this room?,tile,"{'carpet', 'tile', 'cement', 'laminate', 'concrete', 'wood'}",what type of,other
484842,../data/validation/images/COCO_val2014_000000484842.jpg,484842000,What kind of food is being cut?,cheesecake,"{'pate', 'cheese', 'pie', 'cheesecake', 'dessert'}",what kind of,other
61862,../data/validation/images/COCO_val2014_000000061862.jpg,61862000,What is the woman holding in the reflection?,camera,{'camera'},what is the woman,other
69887,../data/validation/images/COCO_val2014_000000069887.jpg,69887000,If they tip over will they get wet?,yes,{'yes'},none of the above,yes/no
565233,../data/validation/images/COCO_val2014_000000565233.jpg,565233001,Is this boy old enough to be able to read?,yes,{'yes'},is this,yes/no
17944,../data/validation/images/COCO_val2014_000000017944.jpg,17944002,Is this a clock tower?,yes,"{'no', 'yes'}",is this a,yes/no
278579,../data/validation/images/COCO_val2014_000000278579.jpg,278579002,How many men are shown?,2,{'2'},how many,number
556158,../data/validation/images/COCO_val2014_000000556158.jpg,556158007,Is he casting a shadow?,no,{'no'},is he,yes/no
113333,../data/validation/images/COCO_val2014_000000113333.jpg,113333039,Is it nighttime outside?,no,"{'no', 'yes'}",is it,yes/no
90138,../data/validation/images/COCO_val2014_000000090138.jpg,90138004,Is this a breakfast meal?,no,"{'no', 'yes'}",is this a,yes/no
579201,../data/validation/images/COCO_val2014_000000579201.jpg,579201012,What company's logo is featured in the background?,apple,{'apple'},what,other
109361,../data/validation/images/COCO_val2014_000000109361.jpg,109361006,Is there many pigeons here?,yes,"{'over 40', 'many', 'yes'}",is there,yes/no
469242,../data/validation/images/COCO_val2014_000000469242.jpg,469242002,Are the red train's headlights on?,no,"{'not visible', 'no'}",are the,yes/no
509131,../data/validation/images/COCO_val2014_000000509131.jpg,509131002,Are the bananas smaller than normal?,yes,"{'no', 'yes'}",are the,yes/no
395402,../data/validation/images/COCO_val2014_000000395402.jpg,395402000,How many dogs can you see?,1,"{'1', 'no'}",how many,number
5595,../data/validation/images/COCO_val2014_000000005595.jpg,5595002,What is on the cover?,birds,"{'birds', 'title and bird picture'}",what is on the,other
388770,../data/validation/images/COCO_val2014_000000388770.jpg,388770007,Is the photograph colorized?,yes,"{'no', 'yes'}",is the,yes/no
272857,../data/validation/images/COCO_val2014_000000272857.jpg,272857000,What does this sign say?,bush,"{'bush', 'bush obama', 'obama', 'bush and obama'}",what,other
388395,../data/validation/images/COCO_val2014_000000388395.jpg,388395009,Is one of the buses  handicap accessible?,no,"{'no', 'yes'}",is,yes/no
348475,../data/validation/images/COCO_val2014_000000348475.jpg,348475003,Is the road blocked?,no,{'no'},is the,yes/no
231828,../data/validation/images/COCO_val2014_000000231828.jpg,231828002,What is the animal doing?,looking,"{'looking into camera', 'smelling', 'looking at camera', 'checking out camera', 'looking', 'staring'}",what is the,other
497441,../data/validation/images/COCO_val2014_000000497441.jpg,497441002,Do the vehicles look old?,yes,{'yes'},do,yes/no
346013,../data/validation/images/COCO_val2014_000000346013.jpg,346013015,What color are the stems?,green,{'green'},what color are the,other
382041,../data/validation/images/COCO_val2014_000000382041.jpg,382041002,Is that a paint horse?,no,"{'no', 'yes'}",is that a,yes/no
552186,../data/validation/images/COCO_val2014_000000552186.jpg,552186002,What trick is the skater performing?,jump,"{'jump', 'pop wheelie', 'manual', 'heel kick', 'flip', 'balancing', 'kicking'}",what,other
58157,../data/validation/images/COCO_val2014_000000058157.jpg,58157009,Does this activity require a steady breeze?,no,"{'no', 'yes'}",does this,yes/no
163601,../data/validation/images/COCO_val2014_000000163601.jpg,163601002,Is it about to rain?,yes,"{'no', 'yes'}",is it,yes/no
556980,../data/validation/images/COCO_val2014_000000556980.jpg,556980000,Would a vegetarian eat this?,no,{'no'},none of the above,yes/no
144874,../data/validation/images/COCO_val2014_000000144874.jpg,144874005,Is the water clear?,no,"{'no', 'yes'}",is the,yes/no
466425,../data/validation/images/COCO_val2014_000000466425.jpg,466425012,What is the object near the left side of the plate?,remote,"{'remote', 'hot dog', 'chewing gum', 'corn', 'plate'}",what is the,other
332861,../data/validation/images/COCO_val2014_000000332861.jpg,332861004,Does the sink appear to empty?,no,{'no'},does the,yes/no
19544,../data/validation/images/COCO_val2014_000000019544.jpg,19544005,Is there an empty glass on the desk?,yes,{'yes'},is there,yes/no
80303,../data/validation/images/COCO_val2014_000000080303.jpg,80303000,What type of vehicle is this?,tractor,"{'combine harvester', 'tractor', 'farm', 'plow', 'john deere', 'no idea', 'farm vehicle'}",what type of,other
514468,../data/validation/images/COCO_val2014_000000514468.jpg,514468002,What color are the stripes on his shorts?,white,{'white'},what color are the,other
190160,../data/validation/images/COCO_val2014_000000190160.jpg,190160001,What kind of birds are these?,egret,"{'pelican', 'stork', 'crane', 'egret', 'seagulls', 'seagull', 'ibis', 'pelicans', 'pigeons', 'cranes'}",what kind of,other
354537,../data/validation/images/COCO_val2014_000000354537.jpg,354537003,What kind of bird is on the side mirror?,none,"{'none', 'black bird', 'robin', 'red bird', 'not possible', 'no bird'}",what kind of,other
207548,../data/validation/images/COCO_val2014_000000207548.jpg,207548005,What are the two kids sitting on?,bench,{'bench'},what are the,other
546283,../data/validation/images/COCO_val2014_000000546283.jpg,546283002,How long is hot dog?,foot,"{'very long', '8 inches', 'yes', '6 inches', 'foot long', '1 foot', 'foot'}",how,other
449471,../data/validation/images/COCO_val2014_000000449471.jpg,449471000,How many birds?,14,"{'15', '11', '9', '20', '14', '10+'}",how many,number
484938,../data/validation/images/COCO_val2014_000000484938.jpg,484938011,What color are the boys shorts?,gray,"{'gray', 'white'}",what color are the,other
312103,../data/validation/images/COCO_val2014_000000312103.jpg,312103003,"What word comes after ""dog eating"" on the poster?",contest,"{'cont', 'contest'}",what,other
179112,../data/validation/images/COCO_val2014_000000179112.jpg,179112001,Who took this picture?,woman,"{'person holding phone', 'african american', 'self', 'someone', 'woman', 'she did'}",none of the above,other
437351,../data/validation/images/COCO_val2014_000000437351.jpg,437351000,What is to the right of the green suitcase?,nothing,"{'carpet', 'wall', 'nothing', 'woman', 'girl'}",what is,other
397211,../data/validation/images/COCO_val2014_000000397211.jpg,397211002,What is the color of the player's shirt?,white,"{'white', 'white and blue'}",what is the color of the,other
87958,../data/validation/images/COCO_val2014_000000087958.jpg,87958000,How many train cars are there?,9,"{'9', '8'}",how many,number
577091,../data/validation/images/COCO_val2014_000000577091.jpg,577091002,Is the monitor on or off?,off,{'off'},is the,other
382683,../data/validation/images/COCO_val2014_000000382683.jpg,382683003,What is the boat sitting on?,water,"{'river', 'water'}",what is the,other
126983,../data/validation/images/COCO_val2014_000000126983.jpg,126983000,What color is the floor?,black and white,"{'black and white', 'red and white', 'black, white', 'black and white checkered', 'black & white', 'black white'}",what color is the,other
230040,../data/validation/images/COCO_val2014_000000230040.jpg,230040000,Are there people in the photo?,yes,{'yes'},are there,yes/no
510138,../data/validation/images/COCO_val2014_000000510138.jpg,510138002,Is there a Pepsi product in this picture?,no,"{'wine', 'no'}",is there a,yes/no
120070,../data/validation/images/COCO_val2014_000000120070.jpg,120070002,Is the person in the picture white or black?,white,{'white'},is the person,other
451511,../data/validation/images/COCO_val2014_000000451511.jpg,451511002,Where are the goggles?,on her head,"{'forehead', 'on her head', 'head', ""on top of woman's head"", 'ibid'}",where are the,other
479829,../data/validation/images/COCO_val2014_000000479829.jpg,479829000,What facial expression is she making?,smiling,"{'happy', 'smile', 'smiling', 'smirk'}",what,other
571786,../data/validation/images/COCO_val2014_000000571786.jpg,571786005,What type of beverage are in these glasses?,beer,"{'ale', 'oak aged ale', 'beer'}",what type of,other
501116,../data/validation/images/COCO_val2014_000000501116.jpg,501116003,How many panes of glass are there?,many,"{'10', '18', '12', 'several', '20', '30', '26', '14', 'many'}",how many,number
52066,../data/validation/images/COCO_val2014_000000052066.jpg,52066009,Is everyone boarding the train wearing blue pants?,yes,"{'no', 'yes'}",is,yes/no
76211,../data/validation/images/COCO_val2014_000000076211.jpg,76211006,How many people are in this photo?,0,{'0'},how many people are in,number
41300,../data/validation/images/COCO_val2014_000000041300.jpg,41300002,Is the train actually moving?,no,"{'possibly', 'no', 'yes'}",is the,yes/no
253413,../data/validation/images/COCO_val2014_000000253413.jpg,253413004,What city is this?,london,"{'paris', 'london'}",what,other
494913,../data/validation/images/COCO_val2014_000000494913.jpg,494913002,What is above the fireplace?,television,"{'gas', 'tv', 'television'}",what is,other
169028,../data/validation/images/COCO_val2014_000000169028.jpg,169028002,Should he be wearing a helmet?,yes,{'yes'},none of the above,yes/no
242095,../data/validation/images/COCO_val2014_000000242095.jpg,242095005,Is the weather sunny?,no,"{'no', 'yes'}",is the,yes/no
554618,../data/validation/images/COCO_val2014_000000554618.jpg,554618003,What is hanging?,light,"{'light', 'skeleton'}",what is,other
327529,../data/validation/images/COCO_val2014_000000327529.jpg,327529000,Is the bike next to the bench?,yes,{'yes'},is the,yes/no
56567,../data/validation/images/COCO_val2014_000000056567.jpg,56567002,Is the glass empty?,no,{'no'},is the,yes/no
453757,../data/validation/images/COCO_val2014_000000453757.jpg,453757002,Are they playing soccer?,yes,{'yes'},are they,yes/no
543525,../data/validation/images/COCO_val2014_000000543525.jpg,543525005,How many soda bottles are on the counter?,0,{'0'},how many,number
92678,../data/validation/images/COCO_val2014_000000092678.jpg,92678002,What is the man doing?,flying kite,"{'flying kite', 'kite flying'}",what is the man,other
266491,../data/validation/images/COCO_val2014_000000266491.jpg,266491001,What type of skiing are they enjoying?,cross country,"{'cross-country', 'cross country'}",what type of,other
6473,../data/validation/images/COCO_val2014_000000006473.jpg,6473001,Is this an artificial cake?,no,"{'no', 'maybe', 'yes'}",is this an,yes/no
145544,../data/validation/images/COCO_val2014_000000145544.jpg,145544002,What is around the dog's neck?,collar,{'collar'},what is,other
463266,../data/validation/images/COCO_val2014_000000463266.jpg,463266000,What is the chair made out of?,wood,{'wood'},what is the,other
518326,../data/validation/images/COCO_val2014_000000518326.jpg,518326002,What are the characters in?,beds,"{'bends', 'beds', 'hospital beds', 'bed', 'disney movies'}",what are the,other
330265,../data/validation/images/COCO_val2014_000000330265.jpg,330265002,Is anyone sitting on the toilet?,no,{'no'},is,yes/no
371129,../data/validation/images/COCO_val2014_000000371129.jpg,371129003,Does his number show what place he is in the race?,no,{'no'},none of the above,yes/no
431464,../data/validation/images/COCO_val2014_000000431464.jpg,431464004,Does the person who ate this like carrots?,yes,"{'unanswerable', 'no', 'maybe', 'yes'}",does the,yes/no
71004,../data/validation/images/COCO_val2014_000000071004.jpg,71004002,Is the dog running?,no,"{'no', 'yes'}",is the,yes/no
474762,../data/validation/images/COCO_val2014_000000474762.jpg,474762002,What color is the horse running in front?,black,{'black'},what color is the,other
115314,../data/validation/images/COCO_val2014_000000115314.jpg,115314005,What is this person holding?,handlebars,"{'motorcycle handles', 'pulling wheelie', 'handlebars', 'motorcycle', 'motorcycle handlebars', 'yes', 'handles'}",what is this,other
359465,../data/validation/images/COCO_val2014_000000359465.jpg,359465000,What activity is seen here?,water skiing,"{'skiing', 'water skiing', 'water surfing', 'water ski', 'surfing'}",what,other
570169,../data/validation/images/COCO_val2014_000000570169.jpg,570169003,What stuffed animal is shown?,bear,"{'teddy', 'teddy bear', 'bear'}",what,other
71596,../data/validation/images/COCO_val2014_000000071596.jpg,71596004,How many pockets do you see?,1,"{'1', '4'}",how many,number
137120,../data/validation/images/COCO_val2014_000000137120.jpg,137120000,How many snowboarders?,1,"{'1', '0'}",how many,number
293841,../data/validation/images/COCO_val2014_000000293841.jpg,293841000,Is this street level?,yes,"{'slope', 'no', 'yes'}",is this,yes/no
89643,../data/validation/images/COCO_val2014_000000089643.jpg,89643002,How many strings are attached to the biggest kite?,1,"{'2', '10', '25', '7', '1', '8', 'many'}",how many,number
332318,../data/validation/images/COCO_val2014_000000332318.jpg,332318005,Are there any trees nearby?,yes,{'yes'},are there any,yes/no
59743,../data/validation/images/COCO_val2014_000000059743.jpg,59743011,Is the ocean water warm or cold?,cold,"{'cold', 'warm'}",is the,other
215781,../data/validation/images/COCO_val2014_000000215781.jpg,215781004,Does the bird match the berries?,no,"{'no', 'yes'}",does the,yes/no
326781,../data/validation/images/COCO_val2014_000000326781.jpg,326781002,What color is the toilet?,white,{'white'},what color is the,other
437423,../data/validation/images/COCO_val2014_000000437423.jpg,437423000,What color is the stoplight showing?,red,{'red'},what color is the,other
71027,../data/validation/images/COCO_val2014_000000071027.jpg,71027002,Is this a city?,no,"{'no', 'yes'}",is this a,yes/no
528977,../data/validation/images/COCO_val2014_000000528977.jpg,528977003,The one way sign is pointing to which side of the picture?,left,{'left'},none of the above,other
454414,../data/validation/images/COCO_val2014_000000454414.jpg,454414001,Are these real zebras?,no,"{'no', 'yes'}",are these,yes/no
422783,../data/validation/images/COCO_val2014_000000422783.jpg,422783005,What is the time on the microwave?,0,"{':0', '0'}",what is the,number
342295,../data/validation/images/COCO_val2014_000000342295.jpg,342295001,What color is the floor?,white,"{'white', 'beige', 'gray', 'white and black', 'gray and white'}",what color is the,other
